,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
197,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,12,0,0,0,0,9,12,678,David zarazua,subie1989
198,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,12,0,0,0,0,9,136,115,ChaLin,ledxrp
199,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,12,0,0,0,0,9,178,313,adf2019,evil3316
200,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,12,1,0,0,0,46,34,249,Ursin Albin,ursinalbin
201,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,11,1,0,0,0,31,233,373,Rafał Michta 🇵🇱🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸🇹🇼,r_michta
202,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,11,0,0,0,0,9,577,364,C.K,ForceKorea
203,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,11,0,0,0,0,9,663,544,Pedro Antunes,PFAntunes
204,"At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the West should put all its focus in #HongKong and #Russia. A must read article by @anneapplebaum 👏. https://t.co/YHN57aaKSF #HongKongProtests",Sat,Aug,17,11,1,1,14,0,9,11617,1865,Alexandre Krauss,AlexandreKrausz
205,"Fight for what you believe 
“Add oil, Hong Kong”

https://t.co/ioOlR8MoMB

#Hongkongprotest 
#savehongkong 
#HongKongAirport 
#HongKongProtestors 
#HongKongFreedom 
#hongkongisnotchina",Sat,Aug,17,10,1,1,0,0,0,3,89,SaM,sma_scs
206,"@arcana51051587 @YouTube Basing on how the whole #antiELABhk movement works, we don't have a commander in-chief or a leading party. The leader is our conscience. We are on different sides of  political spectrum but with the same initiative - to fight for Hong Kong's future. (1/2)",Sat,Aug,17,10,1,0,0,1,0,7,289,jajabrinks,hkisscrewed123
207,RT @OldSoulBlues_: @majorgauravarya @UN I believe least we common Indians can do for #HongKong is to fight Chinese propaganda. China has un…,Sat,Aug,17,10,1,0,0,0,1,875,1129,Shyam Vibhow Chaubey,ShyamVibhow
208,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,10,1,0,0,0,31,30,223,Paula,PaulaBourlier
209,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,10,1,0,0,0,31,3,3,Karthik,Karthik14260562
210,"Carrie Lam claimed the bill is ""dead"", however, it is still shown in the draft of Hong Kong Government Gazette on the 9th of August. We shall never let down our guard. #antiELAB https://t.co/4mBFFd1LtX",Sat,Aug,17,10,1,0,0,0,0,24,60,fightforhongkong,fight_for_hk
211,"Liu Yifei, a Chinese actress and a naturalised US citizen, enjoys democracy and freedom in the US and yet suppresses the people of Hong Kong to fight for the same basic human rights by supporting the HK police brutality.

#BoycottMulan
#Mulan
@Disney
#antiELAB 
#FreeHongKong https://t.co/Yb73Y0rcTo",Sat,Aug,17,09,1,1,2,0,0,90,1140,Mons Orientalis,Mons_Orientalis
212,"Fight for Freedom, Stand with Hong Kong
#antiELAB
#HongKongProtests
#StandwithHK
#FreeHongKong
#BoycottMulan
#NoExtradictionToChina 
#ExtraditionBill

For more details on #antiELAB, please visit:
https://t.co/6ymfzc22kg

https://t.co/uy0PjperRp

https://t.co/q6BxkqIwBY https://t.co/6v13AFehtX",Sat,Aug,17,09,1,1,0,0,0,20,27,yiuzyiuz,Yiuzyiuz
213,"Fight for Freedom, Stand with Hong Kong
#antiELAB
#HongKongProtests
#StandwithHK
#FreeHongKong
#BoycottMulan
#NoExtradictionToChina 
#ExtraditionBill

For more details on #antiELAB, please visit:
https://t.co/6ymfzc22kg

https://t.co/uy0PjperRp

https://t.co/q6BxkqIwBY https://t.co/3XPH9dgzF6",Sat,Aug,17,09,1,1,0,0,0,20,27,yiuzyiuz,Yiuzyiuz
214,"Fight for Freedom, Stand with Hong Kong
#antiELAB
#HongKongProtests
#StandwithHK
#FreeHongKong
#BoycottMulan
#NoExtradictionToChina 
#ExtraditionBill

For more details on #antiELAB, please visit:
https://t.co/6ymfzc22kg

https://t.co/uy0PjperRp

https://t.co/q6BxkqIwBY https://t.co/yTHslFAZ4R",Sat,Aug,17,09,1,1,0,0,0,20,27,yiuzyiuz,Yiuzyiuz
215,"Fight for Freedom, Stand with Hong Kong
#antiELAB
#HongKongProtests
#StandwithHK
#FreeHongKong
#BoycottMulan
#NoExtradictionToChina 
#ExtraditionBill

For more details on #antiELAB, please visit:
https://t.co/6ymfzc22kg

https://t.co/uy0PjperRp

https://t.co/q6BxkqIwBY https://t.co/oGjZQtBkLs",Sat,Aug,17,09,1,1,0,0,0,20,27,yiuzyiuz,Yiuzyiuz
216,"Fight for Freedom, Stand with Hong Kong
#antiELAB
#HongKongProtests
#StandwithHK
#FreeHongKong
#BoycottMulan
#NoExtradictionToChina 
#ExtraditionBill

For more details on #antiELAB, please visit:
https://t.co/6ymfzc22kg

https://t.co/uy0PjperRp

https://t.co/q6BxkqIwBY https://t.co/8kY8x1UNPS",Sat,Aug,17,09,1,1,0,0,0,20,27,yiuzyiuz,Yiuzyiuz
217,"#HongKong #FreeHongKong  #NoExtraditionToChina 
8.18 Fight for Freedom Stand with Hong Kong https://t.co/SeBl63KFRX",Sat,Aug,17,09,1,0,0,0,0,7,75,Why Why,WhyWhy75463547
218,"Fight for Freedom, Stand with Hong Kong
#antiELAB
#HongKongProtests
#StandwithHK
#FreeHongKong
#BoycottMulan
#NoExtradictionToChina 
#ExtraditionBill

For more details on #antiELAB, please visit:
https://t.co/6ymfzc22kg

https://t.co/uy0PjperRp

https://t.co/q6BxkqIwBY https://t.co/hKIUjQQVzo",Sat,Aug,17,09,1,1,0,0,0,20,27,yiuzyiuz,Yiuzyiuz
219,I just want my home kong to be safe again🙏🏻 we fight for freedom n never turn my back on Hong Kong #HongKongProtesters #HONKONG #BoycottChina https://t.co/fPNWEHw1SC,Sat,Aug,17,08,1,0,0,0,0,7,52,Chung,Chungyee6201
220,"#HongKong and Russia protesters fight for democracy. The West should listen and learn.: Washington Post https://t.co/TgouqJy4Ts #HumanRights

MORE w/ EcoSearch - news: https://t.co/otTTD5hsJ1 web: https://t.co/ewI3BuOmdl",Sat,Aug,17,08,1,1,1,0,1,28283,21284,EcoInternet,EcoInternetDrGB
221,818 Fight For Freedom #FreedomHK #antiELAB #HongKongers Stand with Hong Kong https://t.co/R0OPy23DLe,Sat,Aug,17,08,1,0,2,0,1,7,24,Edmond,Mond1Ed
222,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,08,1,0,0,0,31,454,929,Slaine,Slaine_RS
223,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,08,1,0,0,0,46,0,8,huenhuenchu,huenhuenchu1
224,"from 9 June 2019 until now

Stand with Hong Kong
Fight for Freedom

https://t.co/41tpbaFAyu

#五大訴求 
#HongKong #FreeHongKong 
#Here #is #HongKong
#not #china #notyet
#StandWithHongKong
#NoExtraditionToChina
#HKairport #HKprotests 
#HK #STUDENTS 
#BoycottMulan 
#721 #yuenlong",Sat,Aug,17,07,1,1,0,0,0,0,1,Tiffany,HOSHIsirius
225,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,07,1,0,0,0,46,4190,3609,Oubai Shahbandar,OS26
226,"RT @WTF_FJD: The main actress who acts Mulan, Liu Yifei. She supports the brutality and violence of Hong Kong police. Please stop advertisi…",Sat,Aug,17,07,0,0,0,0,1,5492,5371,Charlotte ODoyle 🍑,OdoyleCharlotte
227,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,07,1,0,0,0,46,17141,14133,Pamela Falk,PamelaFalk
228,"RT @Chulawlaw: Crowds chanted “stand with Hong Kong, fight for freedom” at the rear of the Chater garden when speakers shared views in the…",Sat,Aug,17,07,0,0,0,0,7,44,470,malnourished man,albinoafrican69
229,"@majorgauravarya @UN I believe least we common Indians can do for #HongKong is to fight Chinese propaganda. China has unleashed hundreds of bots to paint #HongKongProtesters as violent, to control SM narrative. We should all support our friends in Hong Kong.",Sat,Aug,17,07,1,0,6,1,1,9,42,Misanthrope,OldSoulBlues_
230,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,07,1,0,0,0,46,251,859,Glenn Lloyd Scott,glennlloydscott
231,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例

 https://t.co/CxQm7zFrSN",Sat,Aug,17,07,1,1,0,0,0,18,14,wanwencoco,wen_elf_
232,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,07,1,0,0,0,31,58,76,Małgorzata Grzywacz,malgorzata1975
233,"thanks 😢😢😢 Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/gnqmfGFrQr",Sat,Aug,17,06,1,0,0,0,0,2,12,Connie Wong,Tingting10Wong
234,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,06,1,0,0,0,46,201,265,wht999,wht999
235,"RT @Stand_with_HK: Thank you @heidiallen75 for your support for the people of Hong Kong in the fight for our rights and freedoms! 

#StandW…",Sat,Aug,17,06,0,0,0,0,7,8,28,알렉스,alex_hcf
236,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,06,1,0,0,0,46,34,116,Karen,karenykk
237,"RT @Stand_with_HK: Thank you @heidiallen75 for your support for the people of Hong Kong in the fight for our rights and freedoms! 

#StandW…",Sat,Aug,17,06,0,0,0,0,7,34,116,Karen,karenykk
238,"#BoycottMulan 
Hong Kong should never have been returned China. 

Fight for your rights and to the death because China will kill you anyway. 

#HKprotests #HongKong #HK",Sat,Aug,17,06,1,0,1,0,0,18,84,Justin Case,justincaseU812
239,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/3RkQ2Fk5Wv",Sat,Aug,17,06,1,0,1,0,0,2,12,Connie Wong,Tingting10Wong
240,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/JxNbTxH1Dp",Sat,Aug,17,06,1,0,1,0,0,2,12,Connie Wong,Tingting10Wong
241,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/WLGdTDT35q",Sat,Aug,17,06,1,0,0,0,0,2,12,Connie Wong,Tingting10Wong
242,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/JJBctQcWun",Sat,Aug,17,06,1,0,1,1,0,2,12,Connie Wong,Tingting10Wong
243,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,06,1,0,0,0,46,2619,4131,Jay Roberge,jmroberge
244,"RT @AlexChak7: In case you don’t know, Hong Kong is going to have a peaceful rally in Victoria Park tomorrow (18/8) for the 5 demands, demo…",Sat,Aug,17,06,0,0,0,0,1,14,44,Tobey Pun,tobeypunht
245,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/3YA0K1W6mr",Sat,Aug,17,06,1,0,0,0,0,2,12,Connie Wong,Tingting10Wong
246,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/KCPjy9ST08",Sat,Aug,17,06,1,0,0,0,0,2,12,Connie Wong,Tingting10Wong
247,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/bocAxLyS6U",Sat,Aug,17,06,1,0,0,0,0,2,12,Connie Wong,Tingting10Wong
248,"Fight for freedom! Stand with Hong Kong
#HongKong #FightForFreedom #HongKongFreedom #StandwithHK #hongkong #BoycottMulan https://t.co/9U15folv55",Sat,Aug,17,06,1,0,0,0,0,2,12,Connie Wong,Tingting10Wong
249,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,06,1,0,0,0,46,3,96,🔻kitning🔸,kkitning
250,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 #暴徒 https://t.co/6q0HuOGpnZ",Sat,Aug,17,06,1,0,0,0,0,18,14,wanwencoco,wen_elf_
251,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 #暴徒 https://t.co/DMIrYD8R8s",Sat,Aug,17,06,1,0,0,0,0,18,14,wanwencoco,wen_elf_
252,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,06,1,0,0,0,46,14139,2472,Ramy Inocencio 英若明,RamyInocencio
253,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 https://t.co/aUewjpFqJ0",Sat,Aug,17,06,1,0,0,0,0,18,14,wanwencoco,wen_elf_
254,"The main actress who acts Mulan, Liu Yifei. She supports the brutality and violence of Hong Kong police. Please stop advertising and promoting to show support to Hong Kongers and protesters who fight for freedom, justice and democracy.
#HongKongProtest

#boyscottmulan 
@Disney https://t.co/rtodNXMm42",Sat,Aug,17,06,1,0,11,0,1,1,2,WTF,WTF_FJD
255,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 https://t.co/s2OEYgNNKt",Sat,Aug,17,06,1,0,0,0,0,18,14,wanwencoco,wen_elf_
256,"In case you don’t know, Hong Kong is going to have a peaceful rally in Victoria Park tomorrow (18/8) for the 5 demands, democracy and freedom. Follow and fight with us for a better world.
#Hongkongprotest
#StandWithHongKong
#FreeHongKong https://t.co/xoAr7e6FKk",Sat,Aug,17,06,1,0,1,0,1,8,40,Alex Chak,AlexChak7
257,"RT @Cindy122042: BTS taught us to fight for rightfulness. Let people know what’s happening to Hong Kong is also very important, it means a…",Sat,Aug,17,05,0,0,0,0,1,39,421,JoyJoy Wong,littlebenjoyjoy
258,"PLEASE check this video now, you will know how Hongkongers fighting for the freedom this summer. Please support us! This may be our last chance to fight...
#HongKongProtest #HongKong #HKProtest #FreeHongKong

HONG KONG 2019, SUMMER https://t.co/ZRVMkO8F4W via @YouTube",Sat,Aug,17,05,1,1,0,0,0,2,25,Nanana123,moooqueenn
259,"BTS taught us to fight for rightfulness. Let people know what’s happening to Hong Kong is also very important, it means a lot. Hong Kong add oil!!!! #HongKong #Hongkongprotest #HongKongProtestors #香港 #香港デモ #香港空港 #香港加油 #香港国際空港 #香港反送中 #香港ディズニーランド",Sat,Aug,17,05,1,0,1,0,1,6,106,sleepingbt613,Cindy122042
260,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,05,1,0,0,0,31,0,45,FSLIIII,FanShuLi2
261,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,04,1,0,0,0,31,243,1139,All you need is Cash🎶,wannadie_fucku
262,"HONG KONG 2019, SUMMER https://t.co/i6B1xWvApm 來自 @YouTube Fight for freedom! Stand with Hong Kong! #hongkong",Sat,Aug,17,04,1,1,0,0,0,5,35,Sin Pui Yi,spy0608
263,"@JoshuaPotash Fight for Freedom Stand with Hong Kong
Now Hong Kong is not only an international financial centre, but the frontline of a democratic movement
#HongKong #HongKongProtests #HongKongProtesters #supportHongKongProtesters",Sat,Aug,17,04,1,0,0,1,0,1,0,Hong Kong Pig,HongKongPig1
264,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,03,1,0,0,0,31,108,273,Sebastian,koseba82
265,"Hong Kong Airport Protest. It was right the police attempted to enter the airport around 10pm. Crowds on the arrival hall shouting ""Stand with Hong Kong, Fight for Freedom"". ⠀
⠀
#FightforFreedom #StandwithHongKong #HongKongProtest #CityofExpiredTearGas #香港加油 https://t.co/1DZ7GQB61Q",Sat,Aug,17,03,1,0,0,0,0,219,673,Samuel W.,desktopofsamuel
266,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,03,1,0,0,0,31,71,224,Anand,a_n_a_n_d___
267,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,03,1,0,0,0,46,1,7,DylanLi,DylanLi58543126
268,"RT @zeynep: Airport protesters are still greeting the last arrivals, chanting “stand with Hong Kong, fight for freedom.” #antiELAB #Hongkon…",Sat,Aug,17,03,1,0,0,0,38,395,401,Juan Rivera,juanrive
269,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,03,1,0,0,0,31,698,336,B S B 🇮🇳,Road2India
270,"#Aug18

Stand With Hong Kong
Fight For Freedom
8.18 See you in Victoria Park

#HongKongers #HongKong #antiELAB 
#NoChinaExtradition #NoExtraditionToChina 
#antiextraditionlaw #HongKongExtraditionLaw 
#HongKongProtest #hkprotest #FreeHongKong 
#PrayforHongKong https://t.co/3Z6h17mRs7",Sat,Aug,17,03,1,0,2,0,0,354,891,HKers we fight #Hongkongers,HKers_we_fight
271,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,02,1,0,0,0,31,301,567,John Clevenger,jclevengerjr
272,"RT @Chulawlaw: Crowds chanted “stand with Hong Kong, fight for freedom” at the rear of the Chater garden when speakers shared views in the…",Sat,Aug,17,02,0,0,0,0,7,113,252,Incognitia,TheIncognitia
273,"Fight for freedom! Stand with Hong Kong!
#HongKong #antiELAB #香港 #HongKongProtests #香港デモ https://t.co/2NwerlAEaZ",Sat,Aug,17,02,1,1,1,0,0,3,14,ノラ,norancc
274,#HongKong #HongKongProtests Hong Kong is like the next Libya. The Libyan people were encouraged by the United States to fight for freedom to overthrow the Libyan government.,Sat,Aug,17,02,1,0,0,0,0,1,8,ljhJAMES,James47652738
275,"@JoshuaPotash Fight for freedom! Stand with Hong Kong!
#Hongkongprotest 
#HongKong",Sat,Aug,17,02,1,0,1,1,0,0,2,amazing,amazing98286685
276,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,02,1,0,0,0,31,21468,22879,"Donald G. Little, J.D. ❌",Truthriseswlove
277,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Sat,Aug,17,01,1,0,0,0,46,336,2019,Noel Tsang,heitungnoel
278,"RT @Stand_with_HK: Thank you @heidiallen75 for your support for the people of Hong Kong in the fight for our rights and freedoms! 

#StandW…",Sat,Aug,17,01,0,0,0,0,7,6,16,ZOUIE_WSY,ZouieW
279,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,00,1,0,0,0,31,387,649,III RP - Republika Okrągłego Stołu,KayaOtoja
280,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,23,1,0,0,0,46,7,589,Wishingsky,Wishingsky1
281,I'm in awe at the tactics used in the Hong Kong protest and wish them the best as they fight for their freedom of china #HongKongProtesters,Fri,Aug,16,23,1,0,0,0,0,159,320,🥴,OddAleks
282,"RT @JDon_chembio: @Also_AScientist Hong Kong 🇭🇰, the most global city I’ve ever been to. Its density produces a vibe that is energetic yet…",Fri,Aug,16,22,0,0,0,0,1,7607,242,#UniqueScientists,Also_AScientist
283,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Fri,Aug,16,21,1,0,0,0,31,449,582,Łukasz Kędzierski,LukaszKDZ
284,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,20,1,0,0,0,46,196,162,Chrisann Lee,ChrisannPalm
285,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,20,1,0,0,0,46,5234,2016,Cheryl Lu-Lien Tan,cheryltan88
286,"""Stand with Hong Kong, Fight for Freedom""
https://t.co/XNd8edWp20
#antiELAB #AntiExtraditionBill #FreeHongKong #StandwithHongKong #FightForFreedom",Fri,Aug,16,19,1,1,1,0,0,16,128,Antonio Cheng,Antonio23Cheng
287,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,18,1,0,0,0,46,31,237,yunho’s bae,heyitsjasminex
288,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,18,1,0,0,0,46,2,37,Kinako_KD5,KinakoNaniwa
289,"RT @QuoteSeed: https://t.co/XVc3QE4qRb
Fight for freedom. Stand with Hong Kong.
#antiELAB #HongKongProtests #HongKong #savehongkong #suppor…",Fri,Aug,16,18,1,1,0,0,2,3824,4734,Without a name Ⓜ️,MAARG900
290,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Fri,Aug,16,18,1,0,0,0,31,330,616,Dorota Topczewska,AurayaWr
291,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Fri,Aug,16,18,1,0,0,0,31,231,225,Mariusz Bednarko,MariuszBednarko
292,"RT @QuoteSeed: https://t.co/XVc3QE4qRb
Fight for freedom. Stand with Hong Kong.
#antiELAB #HongKongProtests #HongKong #savehongkong #suppor…",Fri,Aug,16,17,1,1,0,0,2,22,78,Hange,knuckmew
293,"@Also_AScientist Hong Kong 🇭🇰, the most global city I’ve ever been to. Its density produces a vibe that is energetic yet orderly, and the people have a potent stubbornness in the face of Beijing’s oppression. Wishing support to #HongKongProtesters in their fight for their city’s free future ❤️ https://t.co/lLRL02hCoz",Fri,Aug,16,17,1,0,15,1,1,107,225,Justin Donnelly ⌬,JDon_chembio
294,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,17,1,0,0,0,46,31,59,Buddy OC,nikthien
295,"https://t.co/XVc3QE4qRb
Fight for freedom. Stand with Hong Kong.
#antiELAB #HongKongProtests #HongKong #savehongkong #supportHK #FreedomHK #FreeHK #FreeHongKong #StandWithHongKong",Fri,Aug,16,17,1,1,5,0,2,901,2343,Quote Seed,QuoteSeed
296,We need to be encouraging #hongkong to resist and fight for their #freedom #freehongkong #fuckchina Leave Hong Kong alone!!! #fuckcommunism what if Hong Kong could cause the collapse of the Chinese government by spreading riots across their whole country. #staystronghongkong,Fri,Aug,16,17,1,0,0,0,0,48,87,Lil Chase,_LilChase
297,"Social media users are calling for a boycott of #Disney‘s upcoming live-action version of #Mulan after the film’s lead actress, Crystal Liu Yifei, backed #HongKong police in their fight against pro-democracy protesters. https://t.co/svrTe21xf5",Fri,Aug,16,17,1,1,0,0,0,631,372,Alberta Civil Liberties Research Centre,ACLRC
298,"RT @RamyInocencio: Take a listen. “Stand with #HongKong, fight for #freedom!” That’s what the city’s citizens are chanting here at tonight’…",Fri,Aug,16,16,1,0,0,0,46,81,105,kkwong7878,kkwong7878
299,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Fri,Aug,16,16,1,0,0,0,31,8,9,Miroslaw Okulicki,MiroslawOkulic1
300,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Fri,Aug,16,16,1,0,0,0,31,293,486,MichaŁKS POLSKA....,czarnylks
301,"Fight for Freedom, Stand with HONG KONG!  #香港 #hongkong #香港デモ #StandwithHK https://t.co/8SK3P2x1ag",Fri,Aug,16,16,1,0,1,0,0,41,62,YAN(ヤン),yanroid39
302,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Fri,Aug,16,16,1,0,0,0,31,117,241,Rysiek,Rysiek76102827
303,"Please nominate Hong Kong Youth for the Nobel Prize of Peace (or other human rights honours)

They try to fight for their right in 2014, but failed.
and they returned in 2019. They need your help to success.
#HongKongProtests 
#Hongkongprotest 
#HongKong 
#HongKongPolice https://t.co/BkmPWEo5BT",Fri,Aug,16,16,1,0,0,0,0,39,78,fishball@HKG,fishball_forhk
